# det nr	max range e_rec (MeV)	par N	par x	par x^2	par x^3	par x^4
684	0	1.00000	0.00000	0.00000	0.00000	0.00000
685	0	1.00000	0.00000	0.00000	0.00000	0.00000
686	0	1.00000	0.00000	0.00000	0.00000	0.00000
687	0	1.00000	0.00000	0.00000	0.00000	0.00000
688	0	1.00000	0.00000	0.00000	0.00000	0.00000
689	0	1.00000	0.00000	0.00000	0.00000	0.00000
690	965	1.00408	5.98988e-05	-1.60489e-07	1.76969e-10	-1.07385e-13
691	0	1.00000	0.00000	0.00000	0.00000	0.00000
692	0	1.00000	0.00000	0.00000	0.00000	0.00000
693	905	1.00276	4.66366e-05	-9.76063e-08	3.96672e-11	-4.72139e-15
694	915	1.0032	6.11582e-05	-1.49988e-07	1.69053e-10	-9.82662e-14
695	915	1.001	9.41129e-05	-3.32117e-07	4.54347e-10	-2.4499e-13
696	0	1.00000	0.00000	0.00000	0.00000	0.00000
697	835	1.00119	8.6969e-05	-2.74568e-07	3.58752e-10	-2.27506e-13
698	735	1.00211	8.48358e-05	-2.74102e-07	3.27519e-10	-1.91465e-13
699	855	1.00232	6.40097e-05	-1.4447e-07	5.5731e-11	5.04852e-15
700	775	1.00154	9.36107e-05	-3.04376e-07	4.15086e-10	-2.69024e-13
701	685	1.00204	9.2403e-05	-3.28964e-07	4.83193e-10	-3.48814e-13
702	685	1.00042	0.00010335	-2.90658e-07	2.70692e-10	-1.27053e-13
703	665	1.00328	6.01609e-05	-2.17476e-08	-3.86442e-10	3.86182e-13
704	625	1.00287	6.58624e-05	-9.40395e-08	-1.04274e-10	8.71611e-14
705	625	1.00415	5.44541e-05	5.39258e-08	-6.68025e-10	6.18913e-13
706	575	1.00184	0.000119101	-3.51415e-07	4.51504e-10	-4.35804e-13
707	655	1.00534	1.87939e-05	2.93653e-07	-1.11014e-09	8.1571e-13
708	595	1.00234	9.90025e-05	-1.92976e-07	-1.39697e-10	2.65281e-13
709	545	1.00272	0.000105274	-2.83136e-07	1.99191e-10	-1.15145e-13
710	555	1.00331	8.04909e-05	-7.88758e-08	-2.68727e-10	1.85449e-13
711	545	1.00178	0.000121404	-3.86018e-07	7.06625e-10	-8.64283e-13
712	515	1.00152	0.000175848	-9.77442e-07	2.70219e-09	-2.97001e-12
713	465	0.999913	0.000247077	-1.62861e-06	4.98949e-09	-5.62513e-12
714	455	1.00297	0.000170731	-8.38698e-07	2.55055e-09	-3.62025e-12
715	525	1.001	0.000188669	-9.86386e-07	2.54313e-09	-2.77051e-12
716	455	0.999326	0.000302763	-2.33957e-06	7.1507e-09	-8.16299e-12
717	465	1.0014	0.000247578	-1.67918e-06	5.61581e-09	-7.32117e-12
718	485	1.00386	0.000185854	-1.083e-06	3.15971e-09	-3.86129e-12
719	445	0.999842	0.000317165	-2.20072e-06	6.66618e-09	-7.72878e-12
